24 13 2 2 9 9
65 61 3 1 10 7
35 2 10 2 3 2
14 8 2 1 10 5
2 2 7 2 10 3
22 21 5 5 7 1
52 3 5 2 6 3
32 23 5 2 8 8
74 18 8 1 4 1
24 5 2 1 7 5
8 2 4 2 8 1
74 43 5 2 7 5
53 5 4 4 7 1
57 16 9 7 5 4
63 26 3 2 6 5
4 4 5 3 2 2
52 41 3 3 2 1
5 4 8 7 3 3
61 11 4 3 9 7
38 33 3 2 7 2
62 41 10 1 5 3
76 42 6 4 2 2
6 6 8 5 8 4
18 4 7 2 2 2
61 5 3 2 10 9
21 7 4 2 2 1
47 40 6 6 7 6
54 50 6 2 7 6
44 35 4 4 10 5
50 23 8 8 10 5
54 53 3 3 4 2
78 67 3 3 5 5
67 15 6 6 4 4
6 1 3 2 9 6
59 24 6 6 9 4
73 71 3 3 4 1
23 17 8 4 9 7
77 18 8 3 9 1
13 11 8 6 5 5
7 4 3 2 10 8
52 31 6 2 5 5
40 39 4 4 3 1
74 53 10 2 6 4
16 10 4 3 3 1
9 3 10 4 2 1
73 63 3 2 10 6
45 7 2 1 5 4
41 18 5 1 9 6
67 44 3 1 6 5
49 25 4 2 6 2
63 43 7 3 8 3
17 13 7 5 9 4
49 41 7 4 6 3
38 7 9 5 3 2
33 12 7 4 5 1
51 30 10 8 5 4
64 30 7 5 2 1
52 15 8 1 2 2
27 24 7 2 3 1
48 2 5 1 2 2
18 4 5 1 9 4
68 54 3 3 4 2
55 25 9 1 8 4
7 5 6 1 7 6
45 44 9 3 10 2
15 12 3 2 2 1
19 13 5 5 7 2
66 16 10 2 9 2
59 31 4 4 10 6
34 25 3 3 10 6
31 15 5 3 9 7
2 2 9 4 8 4
62 10 5 4 6 3
78 20 10 2 5 3
17 2 4 3 2 2
22 15 8 4 8 8
52 4 7 7 10 4
25 17 10 10 8 3
65 28 9 1 5 4
42 36 5 1 2 1
58 56 5 1 10 7
38 22 9 4 4 3
47 46 9 7 9 6
61 5 4 2 3 1
52 30 10 4 7 6
53 14 3 2 8 4
19 17 9 5 8 2
65 2 5 4 7 3
4 2 2 2 4 4
77 58 6 2 8 7
45 15 6 1 2 1
76 73 9 2 10 8
51 47 2 1 8 3
5 1 8 4 2 2
16 12 6 3 5 5
45 33 10 1 4 4
35 22 4 3 3 3
10 5 3 3 3 3
6 5 5 3 3 3
29 6 5 4 5 5
58 23 4 3 7 5
29 15 7 2 6 5
2 1 7 3 7 1
3 2 3 1 6 2
46 29 3 2 10 9
17 3 9 6 4 3
57 44 6 1 2 1
36 5 7 3 10 5
33 9 6 5 2 2
76 29 6 3 10 8
17 14 7 2 10 1
63 25 2 1 3 2
25 5 9 1 7 5
69 32 9 5 6 4
9 3 10 6 5 2
40 10 4 3 10 1
55 46 4 2 10 3
76 22 5 5 6 6
60 51 5 1 8 3
51 14 8 8 3 1
70 2 3 1 5 4
37 27 7 6 8 5
22 19 5 2 2 1
10 8 5 4 4 3
20 12 7 3 6 5
34 9 2 2 5 5
62 20 9 3 9 5
44 23 8 7 8 5
74 31 5 4 5 3
67 18 10 9 10 8
35 28 6 4 10 1
26 9 9 2 2 1
34 1 5 2 4 3
36 1 2 1 4 3
32 26 9 6 7 1
16 1 4 1 10 5
28 28 8 4 7 2
65 20 10 7 5 1
79 5 4 1 8 5
26 23 2 2 4 3
37 32 9 6 6 6
22 4 10 5 10 7
55 43 4 4 4 1
16 6 9 5 3 3
35 18 3 3 7 5
11 1 2 1 4 1
63 57 2 2 4 1
76 29 2 1 8 1
53 9 10 5 8 7
71 8 9 9 4 2
77 22 3 3 9 5
29 13 2 1 10 2
38 10 4 2 3 2
43 10 7 5 3 1
34 29 7 6 9 8
12 2 7 4 8 7
72 55 10 2 5 2
67 41 4 1 4 2
74 15 3 3 6 5
63 26 7 6 9 9
66 5 8 6 7 7
33 5 9 2 7 4
