0,1,2,3,4,5,6,7,8,9
21.6,32.2,45.0,54.8,68.8,81.2,86.8,89.4,93.0,95.6
99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
18.0,27.6,29.4,43.2,55.8,65.2,78.6,83.0,87.2,90.2
37.6,55.8,71.0,80.2,87.2,93.0,95.4,98.2,99.6,99.8
98.6,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
5.8,8.6,8.0,9.0,8.6,6.4,10.0,8.6,14.0,10.8
35.6,50.2,67.4,80.2,86.8,92.2,96.2,97.4,98.0,98.8
99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99.4,99.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
41.2,59.0,76.0,82.8,89.8,91.6,94.6,96.6,97.4,98.2
96.0,96.8,98.4,99.2,99.6,99.8,99.8,100.0,100.0,100.0
0.8,1.0,0.4,1.2,1.4,1.2,1.2,1.6,1.0,0.6
4.6,7.2,12.0,7.2,8.0,10.6,10.4,12.6,17.0,17.0
83.0,88.2,93.8,95.0,97.4,98.2,99.2,99.2,99.2,99.6
60.8,76.0,84.2,91.2,92.6,95.0,94.8,98.2,98.8,99.0
99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.4,1.4
0.6,0.6,2.4,0.2,1.4,2.0,0.8,1.2,0.4,0.6
99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.2,0.6,1.0,1.6,0.6,0.8,0.2,0.2,0.8,1.2
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
98.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.4,1.2,2.8,0.0,1.0,1.6,1.6,0.8,1.4,3.8
0.6,0.0,0.8,0.8,0.6,0.2,0.4,1.6,2.2,1.4
1.8,3.6,2.0,2.8,2.0,2.2,0.6,1.2,2.8,3.0
17.8,36.0,49.2,62.8,69.4,83.2,88.2,91.4,94.8,95.8
0.2,0.8,0.4,1.0,0.8,1.0,0.2,2.0,1.4,4.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
60.4,76.8,85.6,90.6,93.0,96.0,97.2,99.0,99.2,99.6
1.0,0.6,0.2,1.4,1.0,1.6,1.8,0.8,1.4,1.2
99.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
81.8,88.2,91.0,92.6,95.2,98.0,98.2,98.6,99.0,98.8
41.2,54.8,72.6,83.0,87.4,92.8,94.8,95.8,97.0,97.8
94.0,97.2,98.4,98.8,99.4,100.0,100.0,100.0,100.0,100.0
16.2,29.8,43.8,55.2,66.0,76.0,85.2,90.6,94.4,97.0
62.4,75.0,85.0,89.8,95.0,97.4,98.8,99.4,99.8,100.0
0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.4,99.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
60.0,77.4,85.4,90.2,94.0,96.4,98.6,98.6,99.4,99.8
99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0
84.4,90.6,92.2,93.0,95.2,95.8,96.0,98.4,99.6,100.0
13.8,7.2,8.4,9.4,13.2,15.6,13.0,13.4,19.8,23.2
7.2,8.6,6.2,6.4,6.8,5.6,2.4,4.2,5.4,9.0
98.8,99.8,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
98.6,99.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
10.6,19.2,28.6,42.6,52.0,67.6,78.2,82.0,88.0,93.8
16.2,24.6,36.2,41.2,48.4,59.4,70.0,81.2,88.4,92.8
34.6,54.8,72.8,82.8,89.6,92.4,94.8,96.4,97.4,99.2
62.2,79.8,86.6,92.0,95.2,97.0,98.2,99.0,98.8,98.8
2.0,1.2,2.6,0.6,1.2,2.4,1.0,0.8,1.6,2.0
94.2,97.2,98.0,99.4,100.0,100.0,100.0,100.0,100.0,100.0
9.6,8.2,14.6,14.4,18.8,18.4,19.6,19.4,15.2,16.2
16.0,25.8,37.8,48.6,60.4,70.4,80.2,87.4,93.8,97.4
8.4,11.6,6.2,8.8,6.8,12.0,12.0,11.2,13.6,13.8
99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
14.2,25.8,32.0,36.6,52.2,61.4,70.8,81.0,88.0,92.0
0.2,0.4,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2
38.2,52.8,72.0,84.4,91.6,95.0,98.6,99.2,99.8,99.8
62.4,74.8,81.0,90.6,93.6,96.2,98.0,98.8,98.6,99.2
99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
6.0,5.4,6.6,5.4,7.6,8.0,9.6,12.8,16.8,19.2
62.2,76.4,82.6,88.0,91.0,95.4,96.8,97.6,98.8,98.8
96.2,98.8,99.4,99.6,99.8,99.8,99.8,99.8,99.8,99.6
10.2,10.4,11.0,17.4,19.0,18.2,18.6,20.8,21.2,20.8
96.0,98.0,99.0,98.6,99.2,100.0,100.0,100.0,100.0,100.0
94.2,97.4,98.6,99.4,100.0,100.0,100.0,100.0,100.0,100.0
63.0,73.6,82.8,88.2,92.4,96.2,98.0,98.6,99.0,99.2
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
81.6,86.8,91.0,94.2,95.0,96.6,97.0,98.6,99.0,99.4
83.0,89.6,94.0,94.4,96.8,97.2,97.0,98.0,97.6,98.2
16.8,29.4,42.2,51.4,62.4,72.6,80.0,87.6,93.4,95.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
83.8,87.2,89.8,93.8,95.2,96.6,98.0,99.4,100.0,100.0
82.2,88.8,91.2,94.2,95.4,97.6,98.6,99.2,99.8,99.6
15.0,32.4,42.8,58.2,70.6,82.8,87.6,93.4,96.2,98.4
83.8,86.6,90.6,93.8,95.2,97.2,98.2,98.8,99.2,99.8
34.4,57.6,73.6,85.4,89.2,94.6,96.4,97.2,97.6,97.8
0.0,0.2,1.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0
0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.2,89.8,93.2,95.0,96.8,97.6,97.2,97.8,97.0,97.6
16.6,18.8,39.0,41.8,51.6,62.0,70.6,80.4,86.8,90.8
0.8,1.2,0.8,0.4,1.0,1.4,2.8,0.6,1.0,0.2
99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2
1.0,2.4,0.0,0.6,0.2,1.2,0.4,1.4,2.0,1.4
99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
63.6,73.4,82.2,87.6,92.4,94.4,97.0,98.2,99.2,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
5.8,7.4,9.2,10.8,12.2,13.6,13.6,18.0,26.6,21.6
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
66.4,77.6,85.6,89.4,93.0,95.4,97.0,98.4,99.2,100.0
64.8,76.6,84.8,90.4,94.6,97.4,99.4,99.6,100.0,100.0
31.2,47.4,64.2,69.2,82.4,90.2,93.8,96.4,99.2,99.6
