0,1,2,3,4,5,6,7,8,9
99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9.4,12.6,13.4,14.0,10.8,10.0,8.8,8.6,10.0,13.4
85.4,89.4,90.8,93.8,96.0,97.8,97.4,98.6,98.8,99.4
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.2,0.0,0.4,0.6,0.0,0.4,0.0,0.0
1.2,3.8,0.8,0.0,0.2,0.6,1.4,3.6,2.6,5.2
0.4,0.2,0.6,0.0,1.4,1.0,1.0,0.6,2.8,3.2
1.4,1.8,0.8,0.2,1.8,0.8,1.0,2.4,1.2,1.2
0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
35.0,54.0,66.8,84.0,94.0,96.6,97.4,99.0,99.8,99.8
98.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.8,0.0
93.4,98.2,98.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0
1.4,0.6,0.4,2.2,1.6,1.8,2.4,0.4,0.6,2.0
62.8,77.2,86.8,90.8,95.8,97.4,98.6,99.4,99.6,99.8
3.4,6.2,10.0,10.6,10.8,15.0,12.8,17.4,22.2,25.2
16.2,32.8,38.6,49.0,59.0,68.2,75.8,81.6,87.4,91.8
96.0,97.8,98.6,99.2,99.8,100.0,100.0,100.0,100.0,100.0
99.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
5.0,6.8,1.6,8.2,11.0,15.6,9.8,12.4,16.2,13.8
8.4,6.8,7.6,7.6,15.6,18.8,21.6,22.4,16.4,16.6
0.8,0.4,1.6,0.2,1.2,0.4,1.2,0.8,1.2,0.6
22.0,28.6,36.4,51.2,58.6,66.0,75.2,85.4,88.8,92.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,22.6,33.8,48.2,58.0,64.6,79.6,87.6,93.2,95.6
0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
82.4,88.4,93.4,95.0,96.2,97.0,98.4,99.0,99.4,99.4
0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.6
58.2,78.4,85.4,90.6,95.2,96.8,97.0,98.4,99.2,99.6
61.8,77.2,84.4,90.0,94.2,94.8,96.8,98.2,98.6,99.4
0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.4
81.2,86.6,90.8,94.2,97.2,98.6,98.6,99.4,99.6,99.8
0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
3.6,8.2,8.2,10.4,13.0,14.4,19.0,24.6,27.4,22.4
85.2,89.2,91.0,93.4,97.2,97.4,98.4,99.0,99.8,99.8
2.8,8.6,8.2,10.0,12.6,12.8,14.6,16.0,16.8,20.6
94.2,97.2,98.2,99.4,99.4,99.8,99.8,99.8,100.0,100.0
5.4,8.2,8.0,6.8,12.0,10.8,14.6,12.4,19.0,14.8
9.2,8.0,7.0,8.6,11.2,15.8,18.2,24.4,26.2,28.4
2.0,3.8,5.6,6.4,5.0,6.2,5.0,1.8,3.4,1.0
0.2,3.2,1.8,2.0,1.8,4.2,2.4,0.6,0.4,1.6
0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0
82.6,89.6,92.0,94.2,96.0,97.4,99.0,99.0,99.2,99.4
94.0,96.0,97.2,98.0,99.4,99.4,99.8,100.0,100.0,100.0
82.6,89.0,93.4,93.8,95.4,96.2,97.8,99.0,99.8,100.0
