0,1,2,3,4,5,6,7,8,9
0.0,0.2,0.0,1.0,0.8,0.4,0.0,0.0,0.0,0.0
17.6,29.0,35.2,44.6,53.4,65.0,76.6,85.2,86.6,94.0
17.8,30.2,38.8,51.4,64.2,77.0,83.8,89.8,95.4,97.8
60.6,73.0,81.4,89.2,93.0,96.0,98.0,99.0,99.6,99.8
58.8,70.2,81.4,89.8,94.2,95.4,96.0,98.0,98.6,99.2
61.6,79.8,88.8,92.4,96.0,97.4,98.2,98.6,99.4,99.8
99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
4.6,4.6,5.2,6.2,6.2,7.6,9.4,14.4,12.6,13.0
66.2,78.4,86.8,93.8,97.0,98.6,99.2,99.2,99.2,98.8
83.8,85.6,89.8,92.8,94.6,96.8,97.8,98.8,99.4,99.6
35.2,59.6,77.2,84.2,90.0,94.0,96.8,98.6,99.0,99.8
0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0
63.6,76.6,84.0,89.2,93.0,95.8,97.0,98.0,98.4,99.8
0.8,0.4,1.6,1.4,0.2,3.4,0.4,0.6,0.2,1.0
83.8,88.2,91.0,92.8,94.4,94.6,97.2,98.8,99.6,99.8
99.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
6.6,6.6,8.4,12.0,9.8,12.0,19.0,17.6,20.0,20.8
13.4,22.0,30.0,40.2,52.8,61.8,75.0,81.0,87.8,93.2
93.4,95.0,97.6,99.4,99.2,99.6,99.6,99.6,99.4,99.6
1.4,0.4,2.0,1.6,2.4,1.4,0.8,1.4,2.0,0.8
0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0
98.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
91.8,97.2,98.6,99.2,99.4,100.0,100.0,100.0,100.0,100.0
96.0,98.0,98.4,99.2,99.6,99.4,99.4,99.4,100.0,100.0
81.0,86.4,92.2,93.2,94.4,97.4,99.2,99.6,99.8,100.0
0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,1.8,1.6,0.8,2.2,3.4,0.6,2.2,2.0,0.0
92.6,95.0,96.4,97.8,99.6,99.8,99.8,100.0,100.0,100.0
79.4,90.0,92.2,95.6,96.8,97.6,97.6,99.0,99.6,99.8
12.4,28.8,32.4,39.0,54.6,64.0,76.0,82.8,87.0,93.6
0.2,3.2,3.4,1.4,4.2,4.0,5.4,2.8,2.8,1.8
5.0,6.2,3.4,7.2,3.4,6.6,4.4,5.2,3.2,7.0
84.8,88.4,92.4,95.2,97.2,97.2,97.6,99.0,99.2,99.4
99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
48.0,66.6,80.8,88.2,93.0,96.0,97.8,98.6,99.6,99.8
4.4,2.8,3.0,10.6,11.6,19.8,15.6,16.0,17.4,20.8
60.2,74.4,84.0,90.6,96.0,97.2,98.8,99.4,99.6,99.8
80.6,87.4,91.8,95.4,96.4,97.8,98.4,99.2,99.6,99.8
81.6,86.2,89.0,95.6,98.0,98.2,99.4,99.6,100.0,100.0
1.0,1.4,0.0,0.4,2.0,2.6,1.0,1.8,0.0,2.2
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
17.2,26.8,35.4,45.4,53.6,63.0,75.6,86.2,93.4,97.4
84.4,89.6,90.2,95.0,96.2,97.0,97.8,98.0,98.8,99.6
84.0,89.4,89.6,91.0,94.4,96.8,96.0,98.6,99.2,99.4
18.8,24.4,28.2,40.8,50.0,58.4,65.0,81.6,86.8,89.8
6.0,6.2,11.0,15.0,14.0,17.0,14.2,21.8,26.4,25.6
0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.0,0.2
83.2,90.8,91.8,95.2,95.8,97.0,98.6,99.0,99.4,99.8
4.2,11.2,11.8,11.6,8.2,10.4,11.2,18.4,20.4,16.8
17.8,24.4,36.4,45.0,51.2,64.4,76.0,82.6,88.4,92.2
96.4,97.4,98.2,99.4,99.8,99.8,100.0,100.0,100.0,100.0
85.0,87.4,91.2,91.8,92.8,95.2,97.4,98.2,98.4,99.0
95.2,96.6,97.8,98.0,98.6,99.4,99.8,100.0,100.0,100.0
56.8,78.0,83.2,88.0,90.6,94.0,96.2,98.0,98.4,99.4
1.0,1.2,0.8,3.4,1.2,0.4,1.2,1.0,2.6,1.2
12.0,23.0,29.4,46.6,56.8,70.4,76.8,84.0,90.2,95.0
1.4,0.0,2.2,3.4,3.4,0.6,1.2,0.2,0.0,1.4
99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
94.6,97.0,98.2,99.0,99.6,100.0,100.0,100.0,100.0,100.0
33.6,50.8,62.0,73.0,81.4,89.0,92.4,95.6,97.0,98.4
0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.4,76.8,85.4,92.8,96.2,97.8,99.0,99.6,99.4,99.6
41.4,60.8,75.6,85.2,91.6,95.2,96.2,97.6,98.8,99.8
85.8,86.2,90.0,92.4,94.8,96.8,98.8,99.6,99.4,99.4
0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0
94.0,98.4,99.4,99.8,100.0,100.0,100.0,100.0,100.0,100.0
96.0,98.0,98.2,98.8,98.4,99.2,99.0,99.4,99.4,99.6
99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
83.2,87.8,92.0,94.4,96.0,97.8,97.6,98.4,99.0,99.2
97.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9.4,10.8,17.6,17.0,23.4,28.0,30.8,32.2,34.0,40.2
37.4,56.2,68.6,80.2,88.2,90.4,94.2,96.0,97.8,99.2
6.0,5.0,7.0,13.6,18.4,19.8,16.2,16.0,20.8,22.6
0.8,0.6,0.0,2.4,0.8,2.6,1.2,1.2,2.6,1.4
5.2,4.4,6.2,8.0,8.4,14.2,10.8,14.8,15.2,18.0
99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
4.0,4.8,12.0,10.2,13.4,18.0,17.4,17.2,21.4,30.0
59.6,74.4,84.4,92.4,95.4,97.0,98.8,99.6,99.8,99.8
7.6,10.2,10.8,10.2,11.4,15.0,17.2,21.2,19.2,25.6
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
98.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
19.6,26.2,31.8,48.6,53.0,62.0,72.6,80.4,88.6,93.4
95.4,97.2,98.6,97.8,98.4,99.0,99.0,99.4,99.8,99.8
83.4,86.8,89.4,94.0,94.8,94.6,97.0,99.2,99.2,99.6
62.4,78.2,86.4,90.2,94.4,96.8,97.8,98.0,97.4,98.4
1.4,2.2,1.4,1.2,2.4,2.6,2.2,0.6,0.6,2.2
0.0,1.0,0.4,2.4,2.8,4.6,5.0,3.0,1.2,1.4
17.0,25.0,27.4,34.2,50.8,65.0,70.2,77.6,86.8,91.6
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
83.0,88.8,91.4,91.8,94.4,96.0,97.0,99.0,99.0,99.6
99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.4,0.2,1.0,1.0,0.8,0.8,1.0,0.8,0.8,0.8
95.0,98.4,98.8,99.0,99.0,99.6,100.0,100.0,100.0,100.0
19.0,22.4,30.2,38.6,50.6,59.0,68.2,77.4,86.0,92.6
98.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
94.4,97.2,99.6,99.8,99.8,100.0,100.0,100.0,100.0,100.0
