-4.334145069122314453e+00,4.472380578517913818e-01,2.955271720886230469e+00,-2.957871437072753906e+00,-8.011670112609863281e+00
-4.090892791748046875e+00,4.144426882266998291e-01,2.833053827285766602e+00,-3.573551893234252930e+00,-8.359235763549804688e+00
-4.201135635375976562e+00,4.461731910705566406e-01,2.901222229003906250e+00,-3.532428503036499023e+00,-8.419979095458984375e+00
1.299696922302246094e+01,-7.899252891540527344e+00,4.612142086029052734e+00,4.086572170257568359e+00,7.764997482299804688e-01
-4.077173233032226562e+00,4.150362312793731689e-01,2.828060150146484375e+00,-3.568701982498168945e+00,-8.354440689086914062e+00
-4.014900207519531250e+00,3.996692299842834473e-01,2.782322406768798828e+00,-3.551623106002807617e+00,-8.255348205566406250e+00
1.332155227661132812e+01,-7.945652961730957031e+00,4.428449153900146484e+00,3.691612482070922852e+00,-3.552912920713424683e-02
1.134785270690917969e+01,-7.184908866882324219e+00,4.533450603485107422e+00,4.599503993988037109e+00,1.961263656616210938e+00
1.342068862915039062e+01,-7.398300647735595703e+00,3.542079925537109375e+00,3.072783708572387695e+00,-1.399022579193115234e+00
-4.345961570739746094e+00,4.626449644565582275e-01,2.979603528976440430e+00,-3.456650733947753906e+00,-8.461545944213867188e+00
-4.304855346679687500e+00,4.778237044811248779e-01,2.961501598358154297e+00,-3.473660230636596680e+00,-8.443200111389160156e+00
-4.265894889831542969e+00,4.287861883640289307e-01,2.913872957229614258e+00,-3.531468868255615234e+00,-8.392553329467773438e+00
-4.109536647796630859e+00,4.242545068264007568e-01,2.848500490188598633e+00,-3.560111045837402344e+00,-8.376883506774902344e+00
-4.282166004180908203e+00,4.291798174381256104e-01,2.920989036560058594e+00,-2.827580213546752930e+00,-7.863349914550781250e+00
-4.325012207031250000e+00,4.674868881702423096e-01,2.967698812484741211e+00,-3.475841522216796875e+00,-8.451619148254394531e+00
-4.186294555664062500e+00,4.460752308368682861e-01,2.895431280136108398e+00,-3.534137248992919922e+00,-8.419172286987304688e+00
-1.048430323600769043e+00,4.510312899947166443e-02,7.289366722106933594e-01,1.025298982858657837e-01,-1.601296186447143555e+00
