5.475680351257324219e+00,-4.380642414093017578e+00,5.017177104949951172e+00,1.689087104797363281e+01,9.920020699501037598e-01
5.500087261199951172e+00,-4.382281303405761719e+00,5.049994945526123047e+00,1.691099357604980469e+01,9.955278038978576660e-01
5.084968090057373047e+00,-4.311405658721923828e+00,4.821363925933837891e+00,1.649643707275390625e+01,1.333972573280334473e+00
1.108736419677734375e+01,2.394673824310302734e-01,9.780578613281250000e+00,1.489758110046386719e+01,-1.117081832885742188e+01
8.002793312072753906e+00,-3.386992692947387695e+00,7.324525356292724609e+00,1.757719993591308594e+01,-3.305401325225830078e+00
5.165854930877685547e+00,-4.335716247558593750e+00,4.868439674377441406e+00,1.659268569946289062e+01,1.307718873023986816e+00
5.510083675384521484e+00,-4.388084411621093750e+00,5.048325061798095703e+00,1.691000175476074219e+01,1.063153862953186035e+00
1.112083435058593750e+01,2.871726751327514648e-01,9.578325271606445312e+00,1.518007373809814453e+01,-1.150717639923095703e+01
5.538784503936767578e+00,-4.378731250762939453e+00,5.072865009307861328e+00,1.692885208129882812e+01,9.650960564613342285e-01
4.953264713287353516e+00,-4.252578735351562500e+00,4.709084033966064453e+00,1.634692192077636719e+01,1.416632294654846191e+00
1.133876895904541016e+01,3.786273002624511719e-01,9.809180259704589844e+00,1.514204025268554688e+01,-1.147298812866210938e+01
5.375280857086181641e+00,-4.370192527770996094e+00,4.971176624298095703e+00,1.679054450988769531e+01,1.142548203468322754e+00
1.110762500762939453e+01,2.932029962539672852e-01,9.515323638916015625e+00,1.511724853515625000e+01,-1.145287322998046875e+01
1.090916538238525391e+01,-5.483409166336059570e-01,9.736500740051269531e+00,1.578971958160400391e+01,-1.005451679229736328e+01
7.561159610748291016e+00,-3.618285894393920898e+00,6.918545246124267578e+00,1.760591888427734375e+01,-2.468306541442871094e+00
4.940194606781005859e+00,-4.249160766601562500e+00,4.719086647033691406e+00,1.635291290283203125e+01,1.428743004798889160e+00
5.358438014984130859e+00,-4.394172668457031250e+00,4.963868618011474609e+00,1.683229255676269531e+01,1.125126481056213379e+00
5.595539569854736328e+00,-4.359356880187988281e+00,5.105384349822998047e+00,1.691915130615234375e+01,9.010539650917053223e-01
1.122564697265625000e+01,3.902280330657958984e-01,9.217112541198730469e+00,1.500220489501953125e+01,-1.126176929473876953e+01
5.346559524536132812e+00,-4.366183280944824219e+00,4.943519115447998047e+00,1.674180412292480469e+01,1.162013649940490723e+00
5.126833438873291016e+00,-4.361167430877685547e+00,4.827372550964355469e+00,1.660913467407226562e+01,1.319338440895080566e+00
1.018170356750488281e+01,-1.489149928092956543e+00,9.398715019226074219e+00,1.607966613769531250e+01,-8.714529037475585938e+00
1.119529056549072266e+01,3.021514415740966797e-01,9.560168266296386719e+00,1.521449851989746094e+01,-1.151929855346679688e+01
1.130231285095214844e+01,2.864568233489990234e-01,9.664101600646972656e+00,1.534284496307373047e+01,-1.163813495635986328e+01
1.119528579711914062e+01,4.558611512184143066e-01,8.869729995727539062e+00,1.472491645812988281e+01,-1.097865867614746094e+01
5.067413330078125000e+00,-4.325961589813232422e+00,4.787752628326416016e+00,1.655233001708984375e+01,1.380514740943908691e+00
8.433440208435058594e+00,-2.866278409957885742e+00,7.755024433135986328e+00,1.712929153442382812e+01,-4.732794761657714844e+00
5.176395893096923828e+00,-4.342465400695800781e+00,4.808519840240478516e+00,1.656807708740234375e+01,1.289620995521545410e+00
5.250702857971191406e+00,-4.348771095275878906e+00,4.863786697387695312e+00,1.662368392944335938e+01,1.223785042762756348e+00
1.134288692474365234e+01,3.517297506332397461e-01,9.394544601440429688e+00,1.517635822296142578e+01,-1.144138145446777344e+01
5.227643013000488281e+00,-4.369030952453613281e+00,4.880487918853759766e+00,1.667869567871093750e+01,1.254011750221252441e+00
1.094031524658203125e+01,2.673085331916809082e-01,9.403280258178710938e+00,1.488918018341064453e+01,-1.130465984344482422e+01
4.957707405090332031e+00,-4.246942520141601562e+00,4.738628864288330078e+00,1.634235382080078125e+01,1.400948166847229004e+00
4.965882301330566406e+00,-4.240375041961669922e+00,4.730200290679931641e+00,1.633943557739257812e+01,1.404348969459533691e+00
1.099488067626953125e+01,2.665786147117614746e-01,9.532732009887695312e+00,1.504799365997314453e+01,-1.142631530761718750e+01
5.109855651855468750e+00,-4.356071949005126953e+00,4.828244686126708984e+00,1.659503364562988281e+01,1.335973381996154785e+00
1.108579826354980469e+01,3.206452131271362305e-01,9.323580741882324219e+00,1.494801521301269531e+01,-1.129441738128662109e+01
5.795345783233642578e+00,-4.301862716674804688e+00,5.222784519195556641e+00,1.689311599731445312e+01,6.289029717445373535e-01
6.379944801330566406e+00,-4.168290138244628906e+00,5.859073638916015625e+00,1.737259674072265625e+01,-4.891390204429626465e-01
4.984703063964843750e+00,-4.254026889801025391e+00,4.740328311920166016e+00,1.636575889587402344e+01,1.402119278907775879e+00
1.123638153076171875e+01,3.098252415657043457e-01,9.722456932067871094e+00,1.530616569519042969e+01,-1.159947109222412109e+01
1.138883399963378906e+01,4.186105132102966309e-01,9.271787643432617188e+00,1.517137527465820312e+01,-1.136312675476074219e+01
1.135200023651123047e+01,4.066226482391357422e-01,9.262631416320800781e+00,1.512759590148925781e+01,-1.134250259399414062e+01
6.424242496490478516e+00,-4.113260269165039062e+00,5.886689186096191406e+00,1.729950714111328125e+01,-5.320133566856384277e-01
1.105757904052734375e+01,2.795986533164978027e-01,9.504276275634765625e+00,1.506357669830322266e+01,-1.142608928680419922e+01
5.627358913421630859e+00,-4.356165885925292969e+00,5.124284267425537109e+00,1.694319534301757812e+01,8.268266320228576660e-01
5.448656558990478516e+00,-4.383089065551757812e+00,5.014513492584228516e+00,1.687155532836914062e+01,1.056622147560119629e+00
6.785897731781005859e+00,-4.007392883300781250e+00,6.217477798461914062e+00,1.751102447509765625e+01,-1.071290373802185059e+00
